資源標題,年級,科目/單元,資源連結,doctype,內文
預習單,,,https://lookaside.fbsbx.com/file/%E9%A0%90%E7%BF%92%E5%96%AE.rar?token=AWwqJM195niSrnO0F6gMb1JNOQdaqlU_BlLQ3uk52-1qBEb7XOIVq1rFFFmBhatVepVNltww6SUjSxMp3RiW0793BvUR_8wTDcSHGB-xrYi9blVmi4zJarwgOMFfp2tZ24_f-_R8SxgJ9pEPnlC8uqETT9Vn5ZPDHOrnewJ-K3qvJxCOyGXblmfYsrcDg6M8Fw0,rar,"感謝眾人們的分享，所以也想貢獻點什麼，還請大家多多指教^^。
這是我第二次仿造怡辰老師的模式出預習單，上一課(五上翰林版第二課帶箭的花鳧)是第一次使用預習單，雖然擔心學生寫不出來、壓力很大，但隔天在課堂上討論時，發現有寫同學回答也許很""簡潔""，但大部分學生對於課文內容了解的挺詳細的，抱著持續下去的想法，又出了一課(第三課珍珠光彩的蝴蝶夢)，有後續狀況再跟大家報告^^。"
國語課文結構表,,,https://lookaside.fbsbx.com/file/%E5%9C%8B%E8%AA%9E%E8%AA%B2%E6%96%87%E7%B5%90%E6%A7%8B%E8%A1%A8.%E5%BB%B6%E4%BC%B8%E5%AF%AB%E4%BD%9C.rar?token=AWwnVqskmP6XKViQN9GL0D2J_vhrcTROG5Zzyb5LjT-Ic7MCWp7rGe_9bGZNt9NSI0YgrdoJtKk6ZK15TFew-5gZHGJtC2AGKdFgQgh-8uFQ1n8bSv4-QNiBM1YX9vKiAEtHzxPE8liUL_kaW3yzUa1sOJo-sI3bnsSZC2M__VQSszynOVW6oCunLzRnB6Op3L8,rar,"六上康軒國語，半調子備課，我目前只以結構表和延伸寫作引導單為主。附檔引導單第二課整理自指引、第三課是溫老師的大作。
有點辛苦，不知能否繼續 !"
國語課文深究3,,,https://lookaside.fbsbx.com/file/%E5%9C%8B%E8%AA%9E%E8%AA%B2%E6%96%87%E6%B7%B1%E7%A9%B63.rar?token=AWxnjXr1KvJ7xzHmjAOwK3bAwmft6AkaklMm13ob0E6d2Cgklb1vJlAcALdP-7XEkW2-0iMem5vsu9chiwmxceZF2wpkSV_JgFRQj5tVebl4cBZ4G7l0I9k8s_S8Lpi7o-JYdm5IlQi7iS9tf_oLV5pPE70Es_lOa7umZPD5psoeSiFmL2ruCSZR3oW-xVwvWSc,rar,國語課文深究簡報第3批
國語課文深究2,,,https://lookaside.fbsbx.com/file/%E5%9C%8B%E8%AA%9E%E8%AA%B2%E6%96%87%E6%B7%B1%E7%A9%B62.rar?token=AWwFPzR9cB-3J00gCCUK_z6RfQUrHgmaetHthhXG1WDVMFvmzKJedkWY6FID8yVWQym2PetknWsTTnr_C7XRInr_F5WFN1v_Cgk10fFoFcVX2vGg0aabXYG7oFUwYljtqUyqEbLbbqOAUcTuGcuyJXAS5dEY2fYXZoZVbyelxszE0ZYvwMvvlGzY7E9R7eymi9Q,rar,國語課文深究簡報第2批
國語課文深究,,,https://lookaside.fbsbx.com/file/%E5%9C%8B%E8%AA%9E%E8%AA%B2%E6%96%87%E6%B7%B1%E7%A9%B6.rar?token=AWzDF9YMhOW3R9xGOLwPkyyCCBWLb4J4tajR6nxhCoTVZWq9oPuHBWn1rIqyD0qj3rSqa6sLdjakmYQP4xrp_tKhZrWDLHOyOJDmRLOm6NM92oKiVpstpGmGqGxTWIPuUaJuQgZB1vmhCRUInbs4rywmoS8UZ2EBBZnvut95qI3NDX2wUgt4MnFX4RJp7lQaBF0,rar,先試一次  這些課文深究檔案是加入這裡前與學年老師一同合作完成的  內容應該是南一版的  請大家參閱
影片教學資料整理,,,https://lookaside.fbsbx.com/file/%E5%BD%B1%E7%89%87%E6%95%99%E5%AD%B8%E8%B3%87%E6%96%99%E6%95%B4%E7%90%86.xlsx?token=AWwXEQbz2sYuC-n_8sbI5eyZZuHEkZyiqG3-zjT9bHP1r9cnY4Oe35DaJhZ24zUZHsh8YxCySUhmteBU4pr8yVxiIhFdptcZV0_b19Es0SM1uaAjtzfIyMJE3cbusQ_6qIi8OjD74vB57DLdfkgkKw9pjGLF9pvgWh5O4TApxk2I2OLgPCVAKC5UVlsBYruXxnA,xlsx,"影片教學資料整理分享！
在臉書社群上看到各位夥伴們分享的影片，
按照自己的分類稍微整理了一下，
不嫌棄，可以沿用，再加入自己的收藏！"
13日趴外趴資料,,,https://lookaside.fbsbx.com/file/13%E6%97%A5%E8%B6%B4%E5%A4%96%E8%B6%B4%E8%B3%87%E6%96%99.zip?token=AWwuqRPLVTLpODvOQvA31boJ9eQjO9WlYEfBrX4jpgMo13Zs2u7JhjWdIxw84wVoWbSRwzn5Y254ulbjdiRcJN32gLZpyD1GsNyBLazHIZ32ey8rgPDS8jF1J5MXb2AcnC1SjzNzdse2gWOPT1A16dUlAeZLHfIEF-6ez1axuU9wH4B7OIr3IBfZ6xP7NwKOiWU,zip,"13日趴外趴的資料，把溫老師的說明弄成簡單的表格，提供各位夥伴備課時的參考。

空白的表格可以邊看課文邊記錄四個方向的教學重點，然後挑一個重點設計教學活動，想想有哪些補充資料。再配上彭遠芬老師提供的溫老師提問整理，運用提問引導教學活動和寫作，相信一定能上手！

如果沒參加到13日備課趴外趴的夥伴也別難過，看完溫老師的說明影片，再看看日後參加趴外趴的夥伴分享，自己試著做做看，相信你會有不同切入課文教學的角度。
也可以把它寫下來，發布在備課趴，這樣就可以共同備課啦！

教學思考與重點（溫老師）：
http://www.youtube.com/playlist?list=PLSwyqSLmlznkw2nHm068SuiHV_p_QF1lq

提問—深入閱讀的關鍵（溫老師）
http://www.youtube.com/playlist?list=PLSwyqSLmlznmhP0OBRRd-TbfgAagl7WOx"
國語-康軒版-四上-寫作教學資料,,,https://lookaside.fbsbx.com/file/%E5%9C%8B%E8%AA%9E-%E5%BA%B7%E8%BB%92%E7%89%88-%E5%9B%9B%E4%B8%8A-%E5%AF%AB%E4%BD%9C%E6%95%99%E5%AD%B8%E8%B3%87%E6%96%99.zip?token=AWz2FYSNSzvPLqxzOlLQidbtnkl1Iq0EKoCMxtlBwjdLj4XAeolg-HzrTy4NtHwjeBA5JR-jK89cxSxChoanIWfQOOYWxHNvPrerRaB8oyQGUTtBkU22x-q40HjyA8hBl15qeZxv_KvptaViO5r2Uw-E7JRWbye8j8ONwWu98CQ8XL-DU9b0LiJ0wN-SI6QgHD0,zip,"更正: 將全銜中的""三甲""修正為""四甲"""
blob tree _num,,,https://lookaside.fbsbx.com/file/blob%20tree%20_num.jpg?token=AWw4Ct7EtxTMFpBpqu0uroudRkW5qmMCbk3Yb2eKts5ykIT-nh9Fypd2rgJqLzCrJjXEHpg7uJKRAuYfIbp9gCWYACZ4nSl_qBnuk2Dn97HNP3iKaBDrCWxbsHhaHdHRpHli_qNXqS1iUIdFCfhVKhuQ7xR4R5GhTVxRj9b4Mpq9ocEsHlQLxcWPghwNomTm-qQ,jpg,"完成！

謝謝張小海老師分享連結~~
剛立馬把數字弄上去了

PS請問有諮商本科的老師嗎？
數字排列不曉得有沒有特殊規則？
我是照心情亂排的說........."
2014郁璇 課文寫作提示,,,https://lookaside.fbsbx.com/file/2014%E9%83%81%E7%92%87%20%E8%AA%B2%E6%96%87%E5%AF%AB%E4%BD%9C%E6%8F%90%E7%A4%BA.rar?token=AWyvVkPCN39EX0ROcgAOe5T4t_zt9tjV04mBMJHKlSpDSqAovzT0XZlSeDZol6Y6HjKjoUOK7344-0T7uHP13lKS7PcN0ffJJ7M_jqzm2871GF0grpCBjyBJphEhVHLzKG_S8Zy7uyNhGzqLj6MARNQrCJBYaVgPx92TffIhsxbDVgCoNY5Oqt7WAS0onOAMYfM,rar,"親愛的備課趴老師
之前到新竹因為未將檔案整理完成
未能現場分享
今天將過去一年中
(1)活動類:
小話筒引導單、運動會、第一次搓湯圓、給鹿東國小回信
(2)康軒一上、一下課文長作文 
(3)繪本類
狐狸孵蛋、超神奇糖果鋪、橘色奇蹟

全部以word檔壓縮後給與老師
希望能對低年級老師有所幫助唷!"
2014JCES,,,https://lookaside.fbsbx.com/file/2014JCES.wav?token=AWwa5BdpF0-EwYOYyNdAdhGZ9rfQUdKBH12l-xHPEtw5kmoHpo2kD6J2_z1V417Bfkoq7HrBS0o7tNoAfTC--i7-lwsDJdzp4RjztNewr-cDRbE0pN-dy1ttOQ-dzbMCdeydITyf2ouRlBisaWodpr7YW3g6tARAO3jtBef3TiaT7CsKWpV5dGVCHAO1y7mDH7A,wav,"結合愛的書庫活動，配合翰林四下廣播劇「誰的功勞最大」讓孩子先以課文內容將廣播劇變成真實戲劇表演；「舊愛變新歡義賣活動」利用愛心捐款活動，讓孩子去思考該為活動定個名稱，同時如何達到宣傳效果。(當然是將方向引到利用演戲，如此一來才有各式各樣的劇本出現。)；「談合作」讓孩子自行分配道具組、演員組、海報組，同時也邀請其他班級同學一起加入宣傳海報製作。
就在結合同學不同情結的劇本定稿後，班上孩子又來了個番外篇，索性立即找作者及幾位同學，一起將文章以最快的方式變成廣播劇。"
識字兒歌字卡,,,https://lookaside.fbsbx.com/file/%E8%AD%98%E5%AD%97%E5%85%92%E6%AD%8C%E5%AD%97%E5%8D%A1.rar?token=AWw4R-JHHPhRofJ-9UOLSB_AnH60Tr47EfGH2QZ6nUYPEAqKAyt8SlxEmSlWG-xWBfjOFTdvSCGD21DK1uILWXk8XY03J7XOMuy60SheD5b4EBNyfvUhz9AASxyak1ebtoAr8t3ujnZ7d29XwKj2kk9b-JyrJdrks7PpyCtEce-Y_a-0VICaYzCujn_AWTDb7is,rar,"各位教育先進：
感動於在這版上有太多老師努力備課，
小弟今天也來將這幾個晚上努力製作好的字卡和大家分享。
(呼~終於完工~)

先前擔任六年普教老師，
因緣際會，轉任特教老師。

前些日子溫老師鼓勵還是要讓孩子們多寫，
小弟相當認同，
只是我的學生被抽離出來上課的時間有限，
有些連基本的識字都有問題，
所以，參考了李光福老師所撰的「識字兒歌」一書當教材，
教導學生基本字帶字識字。

不過，小弟猜想，
如果提供字卡讓一般的學生自學的話，
一定能加速提昇他們的識字量。
老師們可以讓學生有更多的時間讓孩子讀寫合一。

若老師們想自製字卡，
小弟是透過picpick軟體自製，
可上網搜尋華語文數位懶人包，
參考裡頭的教學影片。

末祝 平安喜樂！

後學林敬修 敬上"
五下康軒國語,,,https://lookaside.fbsbx.com/file/%E4%BA%94%E4%B8%8B%E5%BA%B7%E8%BB%92%E5%9C%8B%E8%AA%9E.7z?token=AWwnBUwtLMXRhCOrIfyQJX8YztrKiudWMYk6H6GkNz6WOXdrhnjCMlgLXDnwfij18SG-vFeLK3QXj60F1oEaNgILuqPN7n1IDjlDLN52bBl6sVJiICAzPtHoHpZtVMnbdGwvaxXCGNxBRODaue48cUBmtP43euYJwzpp4D42sQE8buRpTKPaRq19wi3xQ4T0sRY,7z,綜合各位老師的智慧，做出我們班的國語預習單，版本：康軒。
"十點不一樣 - __Google 塗鴉成招牌__ (2011-04-22, TVBS新聞台)",,,https://lookaside.fbsbx.com/file/%E5%8D%81%E9%BB%9E%E4%B8%8D%E4%B8%80%E6%A8%A3%20-%20__Google%20%E5%A1%97%E9%B4%89%E6%88%90%E6%8B%9B%E7%89%8C__%20%282011-04-22%2C%20TVBS%E6%96%B0%E8%81%9E%E5%8F%B0%29.mpeg.mp4?token=AWz5VPis0oj_-NLAQaaKHzNrYk-WVx_L-DrOcPCyEHPuGT1pQ0_5kbs_RjS3jn--XGn8NTn3C70Dnv9Cfd5gl_R34SeXC2P6C89mgKIAa5BEcSIAn9XuFV_BiyLb06RqWbFgXekDeoz_hMPEkxsn4xNGgs-tcb4nTK2_wzSSfGC5Y-kyppqbWSl8Ec7Ke65UMGQ,mp4,康軒五下 04引人注目的GOOGLE標誌相關影片
_親子天下_林良爺爺最愛的經典故事_金銀島,,,https://lookaside.fbsbx.com/file/_%E8%A6%AA%E5%AD%90%E5%A4%A9%E4%B8%8B_%E6%9E%97%E8%89%AF%E7%88%BA%E7%88%BA%E6%9C%80%E6%84%9B%E7%9A%84%E7%B6%93%E5%85%B8%E6%95%85%E4%BA%8B_%E9%87%91%E9%8A%80%E5%B3%B6.mp4?token=AWzqkKVCN4pm-z_FjQEuJSQKDU0qrkZXb3IKRFPum8GF-oLbYXpcdOsUyvYTxC2W4C3rgdfNvFqTXD5Aq5JnEIzZ6wDI3nrlebRxGm1nudsXGMe752jD9woGWZKXJBxwKS1GmcoaGAffEzhEo42iiJpasWP6heRWf1KvyUuFqQK4TWbsWYIQuh04Rmbm9mQnHd0,mp4,"參考溫老師與熱血阿茵的資料
康軒五下02從從容容 穩穩當當，備課
供大家參考
配合PPT的影片
請和PPT放在同一資料夾"
-薛岳 - 如果還有明天,,,https://lookaside.fbsbx.com/file/-%E8%96%9B%E5%B2%B3%20-%20%E5%A6%82%E6%9E%9C%E9%82%84%E6%9C%89%E6%98%8E%E5%A4%A9.mp4?token=AWzeWjNV-44SkSeS_dR3OtY5cB0XZy4b2qVfDI9KbidnaVFmxB9rchDaE_DqL0s_AGl244nJnTbjQ8m4L2FmiOm9y-bdC3Gmj4YeKTBlOo6VtVMeGsldaaNKdSowRUtgLUdrNvMtYdSvI_jKY0nxzwaWnDng2b3I2QyGxX3bzfa-6m5I04bpIzOG93X45dA_OXk,mp4,"康軒五下01明日歌
備課
跟第一個PPT放在同一個資料夾
https://docs.google.com/file/d/0Bx6SSTQNJIQPUXZLZ2Q2Vmp3TW8/edit"
1月20_1月23日擁抱麗雲老師__備課趴版 (回覆內容),,,https://lookaside.fbsbx.com/file/1%E6%9C%8820_1%E6%9C%8823%E6%97%A5%E6%93%81%E6%8A%B1%E9%BA%97%E9%9B%B2%E8%80%81%E5%B8%AB__%E5%82%99%E8%AA%B2%E8%B6%B4%E7%89%88%20%28%E5%9B%9E%E8%A6%86%E5%85%A7%E5%AE%B9%29.xlsx?token=AWz3p8iyEKw4klPQVOsNS2xkoIuc_7UwKfsX2Jz_z6HJUlB4ujUPE-8XqbTHs07tC1b9WwSIcXGR3wUy29iSI6oEGKs0tTYxevkrbki8tcIusubrCj2fHitskIsNIlEMZUBedrBRkPVbGn3DtV4VCrgFPn8oiQFrcq0_gxV11X8dMzwZWsyvviDC64hTUs6TMDc,xlsx,"親愛的老師
1/20~1/23日 預購麗雲老師書籍的名單
於此附件中，請核對~謝謝大家!

名字用黃色註記 表示住址未填入 請再訊息給我!謝謝!"
獎狀,,,https://lookaside.fbsbx.com/file/%E7%8D%8E%E7%8B%80.rar?token=AWzRk83xjU1KNoTWM4DRVSp09OgeG6rGGasFncBJ67Yk023hU32sqmbZQZj_eWaiRv5duNJL1mjqiQo-To3NpnJzABxDy3IXeVAR_XMaFjDOJBRYysngQLN6aG-oGKG1TZnmpUxkeomWaYkPRK_CZKDO5rioIW8b_MYmxHEXzBHyP4vUt5drAhi1zirtXhZ5Sn0,rar,"【給孩子的特別獎狀】檔案分享
歡迎各位老師下載使用 :D"
102年寒假作業,,,https://lookaside.fbsbx.com/file/102%E5%B9%B4%E5%AF%92%E5%81%87%E4%BD%9C%E6%A5%AD.rar?token=AWzbQzNRZf8DGizIMAQIh1RHYrjOEb7lFY_dzaUQJZqyAEabsjQfN9cJtn1tC2NjPc1Gr1wGhkxcVu-QiqytYJl_x9LIWSQXEeRIX4XXkCiZmDm8W1h3XXfE1gaQc_x_NuxMxcx_ftpy-8On1cCZSVAmLOhVmcXZPnKqxAumwV34g9OhyYOA46od-3rZ3e8OSqs,rar,"藉由紹恆老師的拋磚引玉,以及美玉老師的號召,po上今年第一次設計的寒假作業.共有四篇,都是""寫作""方面的作業!供各位老師參考!"
寒暑假作業封面+遊記+年菜,,,https://lookaside.fbsbx.com/file/%E5%AF%92%E6%9A%91%E5%81%87%E4%BD%9C%E6%A5%AD%E5%B0%81%E9%9D%A2%2B%E9%81%8A%E8%A8%98%2B%E5%B9%B4%E8%8F%9C.rar?token=AWySnrLiNFpoBiPqOS_muEAeDyvFQPFTkLS0EXKTHvpWHWYMAzvNg93fJBtOJ6xSFXliz79hXOE1jE_cFVb84wE8XXzNl5GklPj-DNpNTwemvP4tm6IYpmjpAqlColM7ImGSHZKiHFEGl-sZZD7m7tqI5ixhX00N7ODOrds1bQubEDvMWAJdY14Auo8f6OMkdVE,rar,"這次要分享的是去年整年所使用的寒暑假作業封面+三份作業！

1.封面是用來貼在牛皮紙袋上，孩子作業就是一人一袋，牛皮紙袋回收再利用，自己的就是用一年(有的會好好愛惜，一年後還是完好，有的會破破爛爛，自己想辦法)
封面應有注意事項，作業項目，勾選表格，班級名字...等

2.寒假時還不熟，作業很一般，暑假時默契建立好了，開始玩玩看套餐行活動，來個二選一或三選一，寫字跟圖畫的類別分開，喜歡寫就寫，喜歡畫就畫。而且嘗試沒有學習單的作業，直接給標題還有紙張格式(例如：小小記者採訪單...)

3.壓縮檔裡面有五個文件
a.暑假作業封面
b.寒假作業的畫我年菜(跟我說說你吃什麼？)
c.寒假作業的與你分享(遊記圖文簡易版)
d.寒假運動家事紀錄表(這個其實參考就好XD)
e.暑假作業我的遊記(圖文加強作文版)

c.e是一個組合，寒假完簡易版，暑假就給他玩作文版！

以上檔案歡迎老師們參考使用，自行添增修改囉！感謝大家
期末評語以及成績計算加油囉！

以下附上今年寒假作業的構想：
1.一封給老師的信。
2.跟家人學一道年菜
3.親子天下家書閱讀(36篇中，老師會隨機挑五篇選兩篇)
4.遊記..."
迷你閱讀_小傳記word03版本,,,https://lookaside.fbsbx.com/file/%E8%BF%B7%E4%BD%A0%E9%96%B1%E8%AE%80_%E5%B0%8F%E5%82%B3%E8%A8%98word03%E7%89%88%E6%9C%AC.zip?token=AWy2G0gaQXoE_Tf9sWrqfV7VcIVHnn4nUf5POuGTjvwNKCiYV_kV0F_oMcnE4g8U85iKyRNbjufAdjiFZPSZnqe-5BAQHBJCywWeEavkKCkZ1SthTuoFy6uc4czRxILdk1G2O8xgD8b2QVJj1GUCrZN2cbuZ_CXNTXNWh9KJU09-chlDxpevgT-K-k6CNI5oizk,zip,"跟上一篇一樣，是四篇名人小傳
只不過是word03可以開的版本，老師們再試試喔！"
五上康軒國語L4-L7預習單,,,https://lookaside.fbsbx.com/file/%E4%BA%94%E4%B8%8A%E5%BA%B7%E8%BB%92%E5%9C%8B%E8%AA%9EL4-L7%E9%A0%90%E7%BF%92%E5%96%AE.7z?token=AWy3hCfoGDJPaPyio5ja4zeG1_o4sNJeXW-UfGPj5dTjqz0HfNBY_G8A1yv8F3WIyZHIklHAp1Vskpz28A3f1mggkPecWVxStgZuGkDFeTq0Q1qqVqxjAUHtFcLGW7slOM1n6thImgfuKkvjSPqhdd1teYNiHi5GTjKERshP38B5SOAmXA1ZaHqr_nwkHXVEsEQ,7z,雖然都已經快期中考了......但是還是想回饋一下......已經忘記之前是哪位老師分享的備課資料了，不過因著老師的分享，才有這預習單的出現......謝謝
如何做筆記_國小自然社會科筆記教學,,,https://lookaside.fbsbx.com/file/%E5%A6%82%E4%BD%95%E5%81%9A%E7%AD%86%E8%A8%98_%E5%9C%8B%E5%B0%8F%E8%87%AA%E7%84%B6%E7%A4%BE%E6%9C%83%E7%A7%91%E7%AD%86%E8%A8%98%E6%95%99%E5%AD%B8.part2?token=AWxld2XaexdgMJkgpSpR9815a41YA9Y1Ke1ImKih17aMy2p6XTj5j97bJVvbjAbcE3kBSjQWzmjMigd6Un8lpvR8AwWFz4UWadwaFsc0kY5V-BDCwMTQrSRSVHUHtdtqE1L-qVNM9xV0oIkOfd5h1Vv4CZvsq9nbWJZ8N7X7qm249lYI3puuwhdfTphSqzH9YZ0,part2,"part2檔  
如何做筆記_國小自然社會科筆記教學 
因為不能上傳rar檔
所以把副檔名刪掉了
解壓縮方法：
在檔案上按右鍵/開啟/選擇win RAR(永遠用這個程式開啟的勾勾要勾掉)

自然科筆記教學另有影音檔
http://www.youtube.com/watch?v=aq0jhwRz7nw"
如何做筆記_國小自然社會科筆記教學,,,https://lookaside.fbsbx.com/file/%E5%A6%82%E4%BD%95%E5%81%9A%E7%AD%86%E8%A8%98_%E5%9C%8B%E5%B0%8F%E8%87%AA%E7%84%B6%E7%A4%BE%E6%9C%83%E7%A7%91%E7%AD%86%E8%A8%98%E6%95%99%E5%AD%B8.part1?token=AWyNuSHKksQUi7Cn6AGJPOgtkqnSRLcUhFJkZZAl3Kf2EPZJbshF2Ik9ywjWHHIzUJw4hCAi9tBc5Nv0SHmhenzDWJ8NW7GL26GH6CA38zfgWRhKdxl2VjLkuxKviwayN77qWzjEjCJtG7WUZL7Oee_wDOkxVPfkWv0sp_IH5W-EvnbT-A8280tIAqSLjwNqbNE,part1,"如何做筆記_國小自然社會科筆記教學
因為不能上傳rar檔
所以把副檔名刪掉了
解壓縮方法：
在檔案上按右鍵/開啟/選擇win RAR(永遠用這個程式開啟的勾勾要勾掉)

自然科筆記教學另有影音檔
http://www.youtube.com/watch?v=aq0jhwRz7nw"
旻樺,,,https://lookaside.fbsbx.com/file/%E6%97%BB%E6%A8%BA.JPG?token=AWz6-hEbCffwDzXviqUpPuE_B7n0hco8Ob7DxgydNmqodzVfm72FUm0HAiR37ItkFIXMuGzOwR6XYyP5_qUWSUSwuDDhKVJmWlVZTRa4CDERuYd47wEcIhm9-2-h3kdyp9eKcV986iyRdtBEXdKugu_9cfanEOMM9hYlaT8SRaCos876gR4zy7fG-RWSOVJfmjY,JPG,上傳國語康軒五下第三課（做時間的主人--議論文)結構任務單
05國語第五課,,,https://lookaside.fbsbx.com/file/05%E5%9C%8B%E8%AA%9E%E7%AC%AC%E4%BA%94%E8%AA%B2.7z?token=AWwHkX9F7xJUCfRzdwVQ6X6zLcdRARP6ik2cv1uGf5w9oLru48NC-EOaBrsqQt47yNylus-cdDM8WrzRSLYJ0l2Syyge3PwN1ECi3c-_D9JLm19AIZWtJbdJ79JQtO5pKgC9cBFd7ESBjmb3D1dUYKqSZNBsaHnk5jfEcniaRI71TeanoGA2lL5enq-1xOAdtKw,7z,很微薄的貢獻，也歡迎各位老師給建議唷!進步的動力呀......
1020925光明國小週三進修簡報1020927修正版,,,https://lookaside.fbsbx.com/file/1020925%E5%85%89%E6%98%8E%E5%9C%8B%E5%B0%8F%E9%80%B1%E4%B8%89%E9%80%B2%E4%BF%AE%E7%B0%A1%E5%A0%B11020927%E4%BF%AE%E6%AD%A3%E7%89%88.ppsx?token=AWzCApKjUuMM-H-n9zPsS0lP-y9YijsL5inUcwjMKFzxk2L5N8mJY3RK8Rf_CsONL2QYQ5m2r2g7-7fAR6xYkAH7Ai_jCy65P5e9eqtSOeZAWF3D0fpuIETH5dXTNbtp1aCqhAVJnp8fL5RXuGMpd8O1E4VIZfvuKK-8vUIP-Q-7cw93SynALZKYvbx6qfvK6Ak,ppsx,開學至今，因新接手的教學組行政業務以及閱讀寫作課程教學，每天每天都忙得團團轉！好久沒有在此分享發文了，但是只要有一些些空檔，我就會上備課趴來挖寶取經，真心感謝這裡的熱血夥伴，尤其是溫老師，讓我們能有個幸福園地可以交流、互相討論學習！本周三，我接了一個任務，很榮幸也很惶恐的受邀到縣內的光明國小做閱讀理解策略融入語文教學分享；一來是這場研習要真對該校一到六年級的版本，每個年級各挑一課帶研習老師作分析，對於一直教高年級的我而言是個高度挑戰，有很多版本我都沒上過啊！二來，這是女兒畢業的母校，有好多熟識的教育前輩，從家長身分轉為講師，實在令我一想到就好擔心自己的是否能切合該校的需求！？還好啊還好，有溫美玉老師老師可以請教，有熱血阿茵、陳雅靜老師，還有好多備課坊的夥伴們提供了教學分享，讓我有豐富的資料可查詢、參考，真是太幸福了，也讓我很順利的完成任務呢！在這裡，把102/9/25在光明國小講述的文本分析內容po上來與大家分享喔！PS.版本：一、二年級康軒，三、五年級南一，四、六年級翰林。也祝各位：教師節快樂！新竹縣竹中國小的孟萍
晴空小侍郎導讀,,,https://lookaside.fbsbx.com/file/%E6%99%B4%E7%A9%BA%E5%B0%8F%E4%BE%8D%E9%83%8E%E5%B0%8E%E8%AE%80.rar?token=AWwikUs9Urnt9cnL6FEvtL_1cYypw4fdSylxUFAjN-qnGAwFBvqbjsFE8FowI2HVj9Ahm25g1M60b2VwKHxyj6-MayicF2xgh43bAXm_MAgAh780wS7Oc9WF5lEYUgOH6qi2GFwF9ktRpe1dEldwcs9Lvv6tHAveDqWBydRiybwra0d0A7CHh7M9h7Y-ND9qTwE,rar,"起因是在愛的書庫借了這本""晴空小侍郎""  (它還有第二集)
自己看完覺得非常好看
所以才想要大力向小朋友宣傳這本書
成效也相當不錯

(真的私心推薦這2本  很溫暖的書  又有點小幽默     我也看得津津有味)

中間有帶一點小活動   請人上台畫妖怪大隊...."
哈利波特1_第三章從天而降的信函,,,https://lookaside.fbsbx.com/file/%E5%93%88%E5%88%A9%E6%B3%A2%E7%89%B91_%E7%AC%AC%E4%B8%89%E7%AB%A0%E5%BE%9E%E5%A4%A9%E8%80%8C%E9%99%8D%E7%9A%84%E4%BF%A1%E5%87%BD.rar?token=AWzaSNSfkdIzXEkUcmI4QPiDTGNMQZU5bwo9YK84vZYzmsGX1NDyc5EpH1qiyqr6riMqnn6k9mNpDKbQOiCVooa99MyGL2PLbSxLO32V05O24wPwkXlWfjAlAGYSkb8yjo9V3z32mKNukfc-gj5BXts-AniUtqUsBPTjudh2HIX3EhJOjLU17mJ39AGzJgmebnE,rar,"為了讓小朋友試試看新的讀書心得記錄方式，再加上想提升我二手購入的哈利波特全集歡迎度，所以打算用第一集的第三章節 帶小朋友一起做一次
這文本  跟皇冠的版本不完全相同，是網路版本+皇冠版
壓縮檔內附的兩張照片，是上次研習時，從溫老師分享的直行本中照下來的.."
IMG_5708,,,https://lookaside.fbsbx.com/file/IMG_5708.jpg?token=AWyameFhUL-_tWgHqknR78wn083QguFw1QcPPSfNRjXhmBvyzRUe7BXSt2tE--zj-8BBcQEKKDyDsB2V-UmDH4TZGylGbAeQiKClYeFKFGlg1-zUEIsk9eiIxVfgOsVRBZOGawfvm2RRPexYoyZEXZ1j3i16TpekAqSmZIrshqmEpmPgz4gxI5qj9BHIGE4eNfE,jpg,"五下康軒版古典詩詞讀寫2-蘇軾『題西林壁』
謝謝美玉學姊的分享，我也如法炮製的上了蘇軾的詩詞，小朋友彷彿蘇軾很親近呢！先分享學生的文章"
IMG_5707,,,https://lookaside.fbsbx.com/file/IMG_5707.jpg?token=AWw-QIf3YBwnvQIIBJDtRJYKHD1txXhfS49psm8NjT440YPPJEqZezSv6BLZim-VrfrsrfYGibsB_92x4a_ujb_IABTUN7GLVWJW6En2DmcWZmHjQhtDcDHxaGwW9BNUrGDVnNgjeenkAtxqE0JpnhLFwwcYV1dhUgh9RnWW-gU79euRO3DhTbSatT4q4XTn_6k,jpg,五下康軒版古典詩詞讀寫1-蘇軾『題西林壁』
郭玉慧讀報活動3,,,https://lookaside.fbsbx.com/file/%E9%83%AD%E7%8E%89%E6%85%A7%E8%AE%80%E5%A0%B1%E6%B4%BB%E5%8B%953.zip?token=AWxQYZHYQCScHl1jZm__C3Clk86HXJN3kd5u0o3EaFrjS-8HqDYOg1nfkSxXZqFshA21bzm2dqaeRHGm5Gm5s5-HtFMU8x6WWndC7NldkAq6ict1puOuIsg2geRRw_v32tgkolUMucfM88GhQ76X4j5URaa852-M_v-xp403zKr-oeUfV6_J4EYAt8WP4swFEaM,zip,
