資源標題,年級,科目/單元,資源連結,doctype,內文
第一次平時考,,,https://drive.google.com/a/junyiacademy.org/file/d/1oxpJxwHAPDwh6j8IKvIu7Q_DoDyapRMG/view?usp=drivesdk,doc,"做了一張閱讀理解的考卷，題目是從教育部推動國中晨讀計畫中抓的，另外加入四題課文理解題及延伸作文，總分120分。
這次只考三次平時考：1.測驗卷中的國字注音2.測驗卷中的課文理解3.這張考卷。
面對下星期的月考，還是有點心驚驚，不過既然平時上課的習慣都變了，考點不一樣的東西也是很理所當然的，哈哈~"
英語學習護照 1~6年級,,,https://drive.google.com/a/junyiacademy.org/file/d/1lWYk4-aYkp7oJBgYzD2WoQyIhvgDWDDQ/view?usp=drivesdk,docx,"這是我在台中平等國小設計的 英語學習每周護照
在1~2年級 只會讓他們認識 並不會讓他們 去背誦
而3~6年級 我就使用比較生活化的字句
不過我不知道 可以在加哪些句子在裡面"
304下春天新詩引導單,,,https://drive.google.com/a/junyiacademy.org/file/d/1_uE0RXABa67v64EKBF5l3l9PY6BDuja6/view?usp=drivesdk,docx,春天新詩引導單
翰林任務2下-L6,,,https://drive.google.com/a/junyiacademy.org/file/d/1afbDobguc_y_nfxp-1YT92McUQvYW5sa/view?usp=drivesdk,doc,來分享：翰林二下第六課邀請
第六課   舞動美麗人生,,,https://drive.google.com/a/junyiacademy.org/file/d/1mnNS9Td0A0RXsGJtC-3961hpiSgysu3Z/view?usp=drivesdk,doc,"康軒5下第六課  舞動美麗人生
用表格上課~很有效率喔^^"
六下國語第六課預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1lHlCHawEoyCODOQhpm8Ep9Wp2twRFZvp/view?usp=drivesdk,doc,康軒六下第六課 美麗的東海岸鐵道--預習單和閱讀分享單
L7空城計~預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1uJW6_QM9A0yuso_T_eip_sxF2CEn945a/view?usp=drivesdk,docx,"#康軒五下 第七課空城計預習單
敬請不吝指教!"
第六課羊角村之美(表格),,,https://drive.google.com/a/junyiacademy.org/file/d/1WtCS6UTCk9ArHHnoZo4otjKaI26xcT8R/view?usp=drivesdk,doc,翰林四下國語第六課課文表格
第六課羊角村之美預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1jYntOJMFteATstEKOqp75etNwpasCTms/view?usp=drivesdk,doc,翰林四下國語第六課預習單
公開社團,,,https://drive.google.com/a/junyiacademy.org/file/d/1ehiwVJLR6qjG0PPDo9OUuKce-PPP-_SU/view?usp=drivesdk,docx,感謝李白臉書，模仿公開社團
線對稱的應用-馬賽克磚,,,https://drive.google.com/a/junyiacademy.org/file/d/1X49JX1DUqI0_zwe5D6yyekdw2Z-bUU86/view?usp=drivesdk,doc,線對稱應用-馬賽克磚設計。
情緒字眼,,,https://drive.google.com/a/junyiacademy.org/file/d/1Gk4998MOoENr4j4bpaa5WSdroaL4CmL0/view?usp=drivesdk,docx,之前為了訓練學生情緒表達所整理的情緒字眼  有九頁  前面是成語  中間是白話  最後是一些代表動物   (雖然是注音  但需要的老師還是要檢查一下)
翰林五下國語第四課101大樓vs部編五下建築奇觀比薩斜塔,,,https://drive.google.com/a/junyiacademy.org/file/d/1sz1OBXpCO0n-O_pQQUsnUIFsG6uCIRNF/view?usp=drivesdk,doc,"五下翰林國語第四課臺北101大樓–建築物的說明文可以這麼寫
這是本校蔡○姿老師﹙也是備課party裡的潛水客﹚整理的，也要感謝玉惠幫我們找到五下部編國語建築奇觀-比薩斜塔的課文。兩課的課文結構很相近，一起比較教學，學生就對「如何寫建築物的說明文」有概念囉～"
如果OO有line,,,https://drive.google.com/a/junyiacademy.org/file/d/1JobAlrcemHxaGknPPuZg5Xz3Pw_oyB5N/view?usp=drivesdk,pdf,"我是國中老師，
因著陳維士老師的無限創意，
加上黃凱莉老師的一句發想，
因此，簡單製作了「如果OO有line」的學習檔案，歡迎大家取用。
話說，line上面的貼圖，其實也是另一種「情緒卡」吧！
（line圖案中有兩個框框，較小、較上的那格填時間，
較大的那格填聊天對象）"
李白臉書,,,https://drive.google.com/a/junyiacademy.org/file/d/1ctfl95Q4j0tv8cvA36Z7IWKlU1DfGXb8/view?usp=drivesdk,doc,"李白臉書word檔
請享用
請自行修改囉"
李白臉書,,,https://drive.google.com/a/junyiacademy.org/file/d/1RhHMwfXCrAHhXVDqjzCgSZWLfETjeDWW/view?usp=drivesdk,pdf,"李白臉書pdf檔
請享用..."
小兵立大功,,,https://drive.google.com/a/junyiacademy.org/file/d/1ZY01lgZJiOrA4JfsxlRb2Syki5VCOZkz/view?usp=drivesdk,doc,"搭配國語康軒五下第八課動物的尾巴延伸寫作
歡迎大家指教^_^"
恆久的美結構單,,,https://drive.google.com/a/junyiacademy.org/file/d/1byXdUIKdoJXeRrN2gSLDoS6BaY465xae/view?usp=drivesdk,doc,"大家好!
這是我做的康軒五下第五課恆久的美課文結構單
和大家分享一下: )"
20150324人物個性卡,,,https://drive.google.com/a/junyiacademy.org/file/d/1dBGZyd_zuAJs0E2qkJBwR_zTfQU19Vb4/view?usp=drivesdk,pptx,聽完溫老師的課後，發現人物個性卡真好用，但是因為一直不知道怎麼在這裡找檔案，所以自己重做了一份。後來學校同事幫忙我順利找到了真感謝，事後想說既然都做出來了，不如分享給大家，也許有機會參考到。
一下康軒第1~3課春天狂歡會,,,https://drive.google.com/a/junyiacademy.org/file/d/1wmvqqw6hHsDzb8i_jwNJ560R0PrPvHJu/view?usp=drivesdk,doc,"買了溫老師的新書，溫老師介紹春天文學創意讀和寫，把國語和數學統整，寫一篇春天的池塘party，我想到之前一上時有一課動物狂歡會，孩子有寫作過，所以這次標題訂為春天動物狂歡會，仿照溫老師加入動物們的對話，還有聲音的描述。
事前先在聯絡簿上做練習，寫出兩種動物，聲音，牠說什麼？
之後在班上進行兩節課的寫作。
這樣的教學後，孩子們觀察力變敏銳，開始會形容聲音，句子也變活潑了。"
五下康軒國語第六課恆久的美預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1XbC6aYai0wMPUaqZHq0OqNknYv9MTJm6/view?usp=drivesdk,docx,五下康軒國語第六課永恆的美預習單&延伸寫作
五下國語第五課恆久的美,,,https://drive.google.com/a/junyiacademy.org/file/d/1UI8a4sVjbH2LpJ1ecFl2Njxygkq1rw6F/view?usp=drivesdk,docx,康軒五下第五課 恆久的美
動物狂歡節作文,,,https://drive.google.com/a/junyiacademy.org/file/d/1-BD7rB0LJLkQRFUJ3YNxZjdEdePoyzvf/view?usp=drivesdk,doc,"當初看到三下翰林第一課《聖桑和動物狂歡節》時，我就覺得很頭痛，因為我本身對古典音樂沒什麼FU，教這一課之前，看到蔡聖華老師分享這一課的上課記錄，覺得很開心，讓我有了一點頭緒，不過對於音樂的部分，我沒有跟音樂老師合作，我只有利用早自修、上課、午餐時間讓他們欣賞音樂，對於這一課，我沒有著重在音樂的部分，稍微帶過而已。雖然如此，我還是時常打開蔡聖華老師分享的檔案，一直在思索要怎麼進行這一課的作文，最近終於有了想法，參考了蔡老師的部分，自己做了一部分的添加，終於在今天讓學生完成了「動物狂歡節」作文。
第一段：聖桑的生平背景(讓學生看「古典魔力客」介紹聖桑 
                                                     的部分後記錄下來)
第二段：聖桑的興趣與專長(將課文第一段加一些詞串成一段)
第三段：聖桑決定要邀請動物辦一場狂歡節，為什麼要舉辦狂歡節？在   
              什麼地方辦？活動場地如何布置？活動方式是什麼？要寫邀請  
             卡給所有動物
第四段：動物依序出場(不限定課本上的動物)，動物們如何打扮自己？
              如何展現自己（動作、表演方式……）？還有哪些特別嘉賓呢 
              狂歡時，發生什麼有趣的事？(請製造一些誇張有趣的情節)
第五段：狂歡節如何結束？這次的狂歡節讓聖桑（我）有什麼感觸？大 
               家有沒有什麼約定？希望？

以上第三~五段都是蔡聖華老師分享的，我稍微做了一些改變。講義中表格的部分是方便讓學生記錄上課內容。"
蔬菜卡,,,https://drive.google.com/a/junyiacademy.org/file/d/1SvJn6jtz37cTJTYQBYFvzTNihN9nx6-l/view?usp=drivesdk,doc,附上製作的蔬菜卡檔案~
閱讀夏令營訓練教材_學生手冊,,,https://drive.google.com/a/junyiacademy.org/file/d/1h5Bj_p4KgGfHMhEH95KgNKY5KBQUPKJb/view?usp=drivesdk,doc,"來這兒學習，也分享一些心得，
此手冊是為班上學生辦語文夏令營的教材
以閱讀策略和概念圖學習為重點
請指教，謝謝！"
_翰林四下國語_第4-5課預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1EPQOf7OwACFLJSTzBbCkh1NRn2DVqKkr/view?usp=drivesdk,doc,"謝謝備課Party夥伴們給的構想～
學生學會自主預習後，上起課來事半功倍，變得好輕鬆^^"
L4引人注目的google標誌~預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1lRsOBDNdXJVMr1x_5yeCDNXePXBERWZt/view?usp=drivesdk,docx,"#康軒五下 L4引人注目的Google標誌
參考版上夥伴的資料
預習單均從課文出發
請夥伴們不吝指導 ~"
第四課預習單(OK),,,https://drive.google.com/a/junyiacademy.org/file/d/1MI_TNP1E7gh8-yZ5X5FWl9ot59aunSRP/view?usp=drivesdk,docx,六下康軒國語第四課預習單
幸運的選擇電子檔,,,https://drive.google.com/a/junyiacademy.org/file/d/15TkuFm81BAk9qFsT2G-W5JJVG_7jKDtU/view?usp=drivesdk,doc,"三月六日 東大附小 溫美玉老師教學觀摩 
教學方案: 幸運的選擇---故事怎麼寫才精彩
(課文全文)"
幸運的選擇PPT,,,https://drive.google.com/a/junyiacademy.org/file/d/1qagmZHYrPOIvzEwAyou1RxzP9jO9BKRI/view?usp=drivesdk,pptx,"三月六日 東大附小 溫美玉老師教學觀摩 
教學方案: 幸運的選擇---故事怎麼寫才精彩
(教學PPT)"
堅持理想就能成功,,,https://drive.google.com/a/junyiacademy.org/file/d/1oZWqqRS_zOq23xKmP5zfDthFhjhmEYk2/view?usp=drivesdk,doc,"堅持理想就能成功寫作引導單
有需要的老師請自行取用"
幸運的選擇學習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1lWmth4zc3SnHrjv4mde2X-Unu9j8PY3c/view?usp=drivesdk,docx,"三月六日 東大附小 溫美玉老師教學觀摩
教學方案: 幸運的選擇---故事怎麼寫才精彩
(課前預習單)"
康軒五下第四課引人注目的google標誌,,,https://drive.google.com/a/junyiacademy.org/file/d/1K-Zc_yz4jE_ZGtJy3-t4COtQA5EnZwSV/view?usp=drivesdk,docx,昨天聽完溫老師的演講，今天馬上修正接下來要上的第四課上課預習單，問的問題感覺比前幾課有深度多了，哈哈！還是歡迎大家再多多給我意見喔！
第三課預習單(OK),,,https://drive.google.com/a/junyiacademy.org/file/d/1SuAGrnqtNiIMGiSsvrjx0kzS3ecTuBTv/view?usp=drivesdk,docx,六下康軒第三課預習單
元宵成語猜謎趣,,,https://drive.google.com/a/junyiacademy.org/file/d/1ZNSYI8D4DcLcEuAmSRcyzunw339mUnHy/view?usp=drivesdk,pdf,"仿造大家分享的成語猜謎 ^^
感謝高手們的idea"
題目全,,,https://drive.google.com/a/junyiacademy.org/file/d/1MYKOy9ctzDQc56_bmbl8DA83FWexwE8u/view?usp=drivesdk,doc,分享學校元宵節應景活動，猜燈謎題目單～
看圖猜成語,,,https://drive.google.com/a/junyiacademy.org/file/d/1CpbeOt5sTJjyZulYaYPQDatKtTwgazOM/view?usp=drivesdk,doc,"應景的元宵節學習單
與您分享"
引人注目的facebook標誌,,,https://drive.google.com/a/junyiacademy.org/file/d/1aWIWn932fyRg94t72c35eQHPXEl8WjFO/view?usp=drivesdk,doc,"配合引人注目的google標誌
請小朋友設計動態的fb標誌
並寫報告書"
數學常用單位定位板,,,https://drive.google.com/a/junyiacademy.org/file/d/1U95ao0ZE4kK-ZTOFe8llHRhniqWoQ_3D/view?usp=drivesdk,doc,"經過名師指導修正過的全新訂位板
請大家自行取用喔!^-^"
祈願天燈,,,https://drive.google.com/a/junyiacademy.org/file/d/1wWn3EPZdo1VIXjSPWJVEGW4JegVat1R_/view?usp=drivesdk,pdf,祈願天燈學習單與天燈線稿
第二課 窮和尚的冒險旅程 寫作引導,,,https://drive.google.com/a/junyiacademy.org/file/d/1BsafEZbvfF4B92J_24vzYkFTKLwcmlIp/view?usp=drivesdk,docx,"感謝許多老師寶貴且有創意的鼓勵和建議，
今天花了一節課做引導，首先讓孩子完成故事的大綱構思
接下來的一個禮拜再來完成他們的大作。
為了怕孩子們聽過就忘，還是打了一張寫作引導，
跟大家分享，也希望大家能多多指教。"
機智卡,,,https://drive.google.com/a/junyiacademy.org/file/d/1Afn5wfdYAGuy_qRQv37bwJS_xD6OvEJM/view?usp=drivesdk,docx,"[人物性格卡]
https://www.facebook.com/groups/247170855413829/571842112946700/

列表
https://www.facebook.com/groups/247170855413829/571842226280022/

[機智/態度卡]
Orz   真的找不到原始文件了，乾脆再傳一次
感謝原分享的老師

列表
https://www.facebook.com/groups/247170855413829/574739759323602/"
康軒五下第二課從從容容穩穩當當預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1DxwiTi-PtJNR6cxJ3xtb55PQdZlbB3VD/view?usp=drivesdk,docx,康軒五下第二課從從容容穩穩當當 預習單&上課講義
面積大小闖關任務單,,,https://drive.google.com/a/junyiacademy.org/file/d/1EsVDQOMpXgQSThuKxjUthYgYBq5gqwTz/view?usp=drivesdk,doc,"配合五年級數學, 生活中的大單位--面積的學習, 設計的闖關學習單
跟大家分享^ -^"
二下第八課想備課,,,https://drive.google.com/a/junyiacademy.org/file/d/10f71Ij4xdZ0K0LcUYuE5-9wBhigsspXk/view?usp=drivesdk,doc,翰林二下第八課想備課
103-2第1次國北實小代理_課_教師甄選簡章104,,,https://drive.google.com/a/junyiacademy.org/file/d/1ZBKNsUtmDWG9MXZvUzwA7RIz8Kia644P/view?usp=drivesdk,doc,"國北附小要徵五年級自然科任
報名時間2/5上午9-11，考試是2/6
相關簡章請見附件
請大家多幫忙"
社會1-1,,,https://drive.google.com/a/junyiacademy.org/file/d/1rCvbpFD5irB4k6bBVHojB3hJ3tWo6T0Z/view?usp=drivesdk,docx,翰林版六下社會第一單元第一小節<宗教與人類生活>備課預習單
L1過故人莊,,,https://drive.google.com/a/junyiacademy.org/file/d/1SXBgCsNFk0LhlnF1AsRqVk2RQr2xvVxu/view?usp=drivesdk,docx,康軒版六下第一課<過故人莊>備課預習單
愛情卡,,,https://drive.google.com/a/junyiacademy.org/file/d/14qz_nMp_LDdBB4pz4oC1RziW4z1ZOF_p/view?usp=drivesdk,pdf,"愛情卡
已修正錯誤~"
馬可_波羅遊中國,,,https://drive.google.com/a/junyiacademy.org/file/d/1rve4XULmT68JERLKSdTn8I9V7ftjg5r0/view?usp=drivesdk,pdf,從課文長作文─馬可‧波羅遊中國
我願,,,https://drive.google.com/a/junyiacademy.org/file/d/1NGEKGzto2aDVOO3Cyk_MoAesqnMUv9Tt/view?usp=drivesdk,pdf,〈我願〉v.s.五月天〈憨人〉
孫悟空三借芭蕉扇,,,https://drive.google.com/a/junyiacademy.org/file/d/1F65225i_Zlaf8MZ-D31ndtRkxyLzFKOb/view?usp=drivesdk,pdf,共讀《西遊記》
情緒卡,,,https://drive.google.com/a/junyiacademy.org/file/d/1gODxovlc88lukx5wqCo5QGLbU3wOgYgz/view?usp=drivesdk,pdf,情緒卡v.s.歡送會
寒假作業格式,,,https://drive.google.com/a/junyiacademy.org/file/d/1JCem8TusHXZvoDBZ_P9rdp1tOlWS_JYL/view?usp=drivesdk,doc,刊頭
寒假作業格式(0２)運動十分鐘,,,https://drive.google.com/a/junyiacademy.org/file/d/1Cx8_f6I1BokgSDKY2V1TlMqN2BBFuCs1/view?usp=drivesdk,pdf,寒假作業
單位詞牌,,,https://drive.google.com/a/junyiacademy.org/file/d/1qe75JSEoLqdboeblErjC237SFj3H3-Xe/view?usp=drivesdk,docx,"Milkbottle Jiang 老師提到~~~
所以就~~~
需要的趴友~~~自取囉！"
單位換算表,,,https://drive.google.com/a/junyiacademy.org/file/d/1KMTE_nUkLKcyzMx5QhbiZs1agXlIW6C-/view?usp=drivesdk,docx,"Milkbottle Jiang 老師提到~~~
所以就~~~
需要的趴友~~~自取囉！"
二下第七課拼貼畫備課,,,https://drive.google.com/a/junyiacademy.org/file/d/1RafJPUTLUycVsp5DeSwilGKieDu6TwU4/view?usp=drivesdk,doc,翰林二下第七課拼貼畫備課
二下第六課邀請備課,,,https://drive.google.com/a/junyiacademy.org/file/d/1HiNkfTTSFlPKVF-E1_DxhrqOBmIhCL5s/view?usp=drivesdk,doc,翰林二下第六課邀請備課
二下第五課啄木鳥醫生備課,,,https://drive.google.com/a/junyiacademy.org/file/d/1KhbwBJTm31ELfCLA0LtRIBAA6whiJIT8/view?usp=drivesdk,doc,翰林二下第五課啄木鳥醫生備課
二下第三課飛魚季備課,,,https://drive.google.com/a/junyiacademy.org/file/d/1kqbd4XJ0JEINtcjH_UCmzQah8agCY_Vh/view?usp=drivesdk,doc,寫作方向改成以「少年小樹之歌」為骨架，「飛魚季」為靈肉，將課文進行改寫。增加「保護自然資源的文章可以這麼寫」的兩篇課文
寒假作業,,,https://drive.google.com/a/junyiacademy.org/file/d/1guSaZtOKLCVpYY_MZy9l-ZwT9L-3U5dT/view?usp=drivesdk,doc,"五年級寒假作業分享~~ 

        短短的一個月的寒假...其實我也不知道要出甚麼作業... 於是問了我的先生，問他國外到底都出什麼寒假作業? 他竟回答我:<從來都沒有寒假作業和暑假作業，小孩只有一個重要的事情:就是玩!>...@@ 然後問他國外曾經出什麼作業讓他印象深刻的，於是他給了我建議:<作業由學生決定。你讓學生選擇一個他們有興趣的主題，然後去研究，將紙箱割掉上面和前面，就變成有三面的立體箱子，有點像小小博物館，他們可以在三面貼上它們研究的內容，中間可以放他們的展示品、模型等等都可以。如果學生對棒球有興趣的，他可以找棒球的由來、規則、戰略等等，他也可以找他喜歡的棒球球星，做一些介紹等。對烹飪有興趣的，他可以選一個主題:像是蛋糕。然後對於蛋糕查找資料，比較世界各國蛋糕的形式、作法等等。成品就是做出一個蛋糕發表也可以。寒假就讓孩子做自己有興趣的主題，開學就弄個小小博物館展。一個紙箱就一個主題。>於是我們打了一張A4的寒假作業介紹，分享給大家^^"
二下第四課紫斑蝶回故鄉備課,,,https://drive.google.com/a/junyiacademy.org/file/d/1VqVgOEZdXjvC-Dx_WAiCa5d9ezVtpJYj/view?usp=drivesdk,doc,翰林二下第四課紫斑蝶回故鄉備課
二下第二課不開燈的夜晚備課,,,https://drive.google.com/a/junyiacademy.org/file/d/1WaJksfcfM2uYjCGSvxWKK9zo_2ogoTu9/view?usp=drivesdk,doc,翰林二下第二課不開燈的夜晚備課
二下第一課走進大自然備課,,,https://drive.google.com/a/junyiacademy.org/file/d/1BpAQdfjudzJIeuFUwOKODTCZfgzWQmi4/view?usp=drivesdk,doc,翰林二下第一課走進大自然備課
簡易小書,,,https://drive.google.com/a/junyiacademy.org/file/d/1iTelR7bK9gem3ZdlMywd6ALEBDqubpr3/view?usp=drivesdk,ppt,"地板書製作!
找到了以前參加研習小書製作的ppt,擷取了一小部分,提供有興趣的老師參考!不過我自己也沒做過地板書,希望有厲害的老師試成功後,來分享一下!"
態度卡附件,,,https://drive.google.com/a/junyiacademy.org/file/d/1foze0JlkWxVjfBn8nXIp8j6mvBvxx0qm/view?usp=drivesdk,docx,另外附上機智及態度總表
考後省思單,,,https://drive.google.com/a/junyiacademy.org/file/d/1xY1mATVJ_GNfx-Mvm8suTN1lop3tGYDc/view?usp=drivesdk,docx,學生的期末考後省思單
三下翰林課文預測,,,https://drive.google.com/a/junyiacademy.org/file/d/1IS3XmNZm-SyhRk9BQ1-uetcwsfJiiO5m/view?usp=drivesdk,doc,取之於溫老師備課趴再稍稍修改，給各位老師參考!!
寫作不必另闢戰場---談課文長作文,,,https://drive.google.com/a/junyiacademy.org/file/d/1C3zDsJ-CVdZUPu7cu4hWLGBgg-07TXYT/view?usp=drivesdk,doc,"【分享】
暑假時，學校主任鼓勵我將畢業那一屆所做的活動內容，投稿到嘉縣國教去。其實，溫老師一直引導我們，她最大的希望是我們學習花婆婆的精神，把她讀寫的種子和精神散播到各地去。於是，基於感恩溫老師，也希望讓更多嘉義的老師認識溫老師的讀寫合一，所以，我投稿了一篇「寫作不必另闢戰場，談課文長作文」。

當獲知被刊登的那一刻，心裡有好大的感動，因為，這顆種子成功的灑出去了。

在去建功國小觀課的路上，我與現在鼎鼎有名的「天后」白河國小魏瑛娟老師，聊到怎麼進到備課趴、怎麼認識溫老師、怎麼開始做讀寫合一…等的過程，我真的覺得，我當初的開始，就像溫老師留言給我的一樣，就只有一股「傻勁」而已啊！

因為就憑著那一場暑假的研習，上半天聽完溫老師的教學分享，我就覺得「我回去非做不可，不然我對不起我的學生」。只是，兩天的研習有時都還無法參透溫老師的教學，更何況只有上半天；而且當時還沒這麼多備課趴的夥伴，有問題也不知道要問誰；然後自己對課程設計的敏感度也不高，一直以來都照著教師手冊照本宣科，所以，很多時候都是自己抱著頭猛抓，想得「頭破血流」，也不知道自己這樣做對不對，回想起來，這一路走來還真是不簡單啊！

這時候真的要感謝溫老師，這過程中不斷忍受我的「騷擾」，因為不認識其他夥伴，有問題就只能問她。後來，只要有溫老師的研習，我就盡可能的去，再重新更認識她的教學理念，為什麼要認識文體、如何提問與寫作、為什麼堅持要寫作、課文長作文如何找到靈感與方向…，甚至在研習會場聽到什麼，回去立刻著手去做，而直到現在，溫老師還是有讓我學不完的東西。

這一切最值得的，就是畢業的孩子回來告訴你：「老師，我考試寫作拿12分滿分，因為老師說他打11分會對不起我，這都是你教我們的，因為我們都很習慣寫了，也是你讓我們知道作文不難的。」這班孩子，在小學階段的最後一年，因為我利用溫老師的讀寫合一、課文長作文，讓他們現在在國中裡，至少可以少負擔一件事，而這些是我當初在做的時候，想都沒想過的影響，我很高興，當初我的教學做了轉彎！

即使，重新接新班，這一班與上一班有著程度上的落差，教得很辛苦，可是讀寫這帖藥，真的是讓孩子大躍進，一整個學期下來，因為我的堅持，孩子習慣了拿到文章就是要思考、習慣了思考完就是要表達、習慣了表達完就是要寫下來，儘管孩子很懶、很被動，但是時間可以慢慢改變孩子對學習的價值觀，他們知道老師不再只要他們抄抄寫寫、回答考卷上的題目，而是希望從他們的寫作中，看到思考，了解他們。

相信很多聽過溫老師研習或在備課趴潛水的老師，在實際的教學現場，一定還是有所遲疑與害怕，希望藉著一點分享，給大家一點增強，讓寒假等著聽溫老師研習的人，在聽完之後，也跟我有著當初那股一樣的「傻勁」 ！"
一下康軒課文預測單20150119,,,https://drive.google.com/a/junyiacademy.org/file/d/1ttUyHm97YqZc1okzK_ilL-nqHhzouQ7i/view?usp=drivesdk,doc,"103_一下康軒版國語課文預測單.doc
(部分幾課有提示填空,不需要的老師可以自行消除文字)"
寒假長篇故事_養馬人復仇記,,,https://drive.google.com/a/junyiacademy.org/file/d/1XChy0Axi7i9IgVxKZcGr3meCMr4q6AIO/view?usp=drivesdk,doc,"溫老師在台師大線上研習課程第二堂有講到:
""這是老師有練過的,請勿輕易嘗試""~~

看著溫老師洋洋灑灑的人物性格.情節安排..把學生教得那麼厲害~~
我們班這些還沒""脫胎換骨""的~~寒假回去是要怎麼寫故事啦??
如果照著溫老師的東西請你們寒假回去做~~
我看也只是放在那邊每天跟著大過年拜拜而已~~
那如果不讓他們寫故事~~下學期回來做寫作一定生疏~~

想啊想~~
翻一翻""故事可以這樣寫""~~
翻一翻""我們五年級,全班寫小說""~~
於是~~有了靈感~~我想從現成的去改,又是老師課堂上講過的~~
應該沒理由不知道怎麼下手吧~~~

期待孩子們的""養馬人復仇記""了!!!!
希望寒假剩兩天~~還可以幫到其他老師的忙~~~"
寒假作業一年級版,,,https://drive.google.com/a/junyiacademy.org/file/d/1uKdIjrTkeX5I_GgELhYTZYIkew06jUd_/view?usp=drivesdk,docx,寒假作業一年級老師版，我設定為華康娃娃體注音，輸出格式為八開!
寒假作業中年級,,,https://drive.google.com/a/junyiacademy.org/file/d/1eS3_4B3b9lirl_4n3ZNiu46HkjJECViM/view?usp=drivesdk,docx,寒假快到囉!一直在溫老師的備課party吸取各位先進的養分，現在來分享和學校同事陳柏如老師一起修改自台北市仁愛國小顏老師的寒假作業學習單，我們的寒假作業印出來為八開圖畫紙大小，另有一年級版，有興趣的老師可以喊一聲!
2015寒假作業-人物創作,,,https://drive.google.com/a/junyiacademy.org/file/d/1DKDDRGrRDm5ZJq64H-_3jrX4TCS7UaBI/view?usp=drivesdk,doc,"黃瀅如老師分享了西遊記成長故事創作
參考了培芳老師的版本
製作了人物創作學習單
供各位參考"
01過故人莊,,,https://drive.google.com/a/junyiacademy.org/file/d/1eCEbGfnmVHbg3Grx1LNwPvUUp_2K_mQW/view?usp=drivesdk,pptx,康軒_六下_01過故人莊_課文提問投影片
刮刮卡,,,https://drive.google.com/a/junyiacademy.org/file/d/1PO_y3a-Pa9IEBOaO5Rb7MZu-2uJEhTjn/view?usp=drivesdk,doc,謝謝這裡老師們的熱情分享，期末想讓小朋友使用刮刮樂，自己修改一個版型，歡迎大家參考使用!!
人物性格分析列表,,,https://drive.google.com/a/junyiacademy.org/file/d/1TG6lmuTJR6UOo9EHKcv4sdr1byp0wIfc/view?usp=drivesdk,docx,溫老師--「人物性格」列表
人物卡檔案,,,https://drive.google.com/a/junyiacademy.org/file/d/1OwGTOerTmKCC_M_XVJ2mbcUC1K00Wfg0/view?usp=drivesdk,docx,溫老師--人物性格卡
我是小詩人,,,https://drive.google.com/a/junyiacademy.org/file/d/1GCpUIbJuN3X4CCy1bYlHyeGq08UYgQnM/view?usp=drivesdk,pptx,"寒假作業配合兒童文學創作比賽
必須讓孩子們寫童詩
為了讓孩子們對童詩更有概念
參考網路資料做了ppt
與夥伴們分享！"
如煙+如果還有明天,,,https://drive.google.com/a/junyiacademy.org/file/d/1ywCr4EtpvKv8W_p3HaaCHZwiDzAL8KJ_/view?usp=drivesdk,docx,"五下康軒‧第一課‧努力請從今日始‧延伸寫作

五月天：如煙+如果還有明天
自己覺得這是一個有點離題的延伸寫作。但因為從上學期就一直很想要好好介紹這首歌卻又苦無完整時間，剛好利用這課沾得上一點邊，好好介紹我愛的五月天~
有興趣者歡迎一起試試 ^^"
402四下康軒國語第1課預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1Ca84_NkUs24kuQ_CqlxAEfNICC56Z-S_/view?usp=drivesdk,docx,"分享四下康軒版第一課的預習單
算是小小的回饋 請笑納！"
六下康軒版國語課文預測單,,,https://drive.google.com/a/junyiacademy.org/file/d/1kRxES6-ctI0BBKuDdCLUzG2b4MRrkP0C/view?usp=drivesdk,doc,這個版本僅要求學生選一個最感興趣的課文標題做想像預測；提問的方式也稍做修改。
康軒五下第一課努力請從今日始預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1pV2F4kScnyh5WTYgdNbRdxGA2DVPK9uL/view?usp=drivesdk,docx,"不知哪來的勇氣，突然越來越喜歡在這個網頁上分享自己的資料，也許不夠完整(PS.因為我還沒有機會上到溫老師的課)但還是很想和大家分享，因為我缺""讚""友啦！
今天和大家分享五下康軒第一課預習單&上課講義
小朋友的:""昨日歌""作品還挺不賴的！"
三下康軒版國語課文預測單,,,https://drive.google.com/a/junyiacademy.org/file/d/11s21aC4RL6_6tBC_tLR-lJzLaoDsyHzX/view?usp=drivesdk,doc,"改自 陳歡歡 學姊的檔案
要寫完繳交後才可以換新課本
看誰是預測大王 ~"
四下康軒版國語課文預測單,,,https://drive.google.com/a/junyiacademy.org/file/d/1XonWBk42Xr7HvmQnzwho379Dt3BPe_qW/view?usp=drivesdk,doc,"新的課程即將開始囉
大家繼續努力前行吧~"
